customer_grade,quote_stage,quantity,estimated_amount,days_until_due,converted
A,협의중,6,56000000,29,0
A,협의중,1,22000000,15,1
B,초기,2,19000000,19,1
B,협의중,5,31000000,19,0
C,협의중,5,114000000,17,0
C,유력,5,70000000,5,0
B,협의중,6,95000000,3,0
A,협의중,3,96000000,35,1
B,협의중,3,32000000,18,0
C,협의중,4,35000000,34,1
B,초기,6,72000000,10,0
C,유력,3,117000000,5,1
D,협의중,5,26000000,35,0
B,협의중,6,63000000,35,1
A,협의중,4,75000000,3,0
A,협의중,5,19000000,10,0
B,협의중,6,71000000,4,1
A,초기,3,118000000,13,0
D,초기,2,47000000,8,0
C,협의중,4,35000000,3,0
B,초기,6,106000000,34,0
C,초기,5,45000000,13,0
D,초기,5,100000000,7,0
B,협의중,1,99000000,12,1
B,유력,1,93000000,33,1
B,초기,5,70000000,16,1
B,유력,3,119000000,12,1
A,유력,6,100000000,16,1
A,협의중,5,24000000,5,1
B,협의중,6,66000000,16,1
A,협의중,4,106000000,13,1
D,유력,1,94000000,24,0
A,유력,4,110000000,11,1
B,협의중,5,92000000,4,1
B,협의중,1,25000000,9,1
A,유력,5,19000000,4,0
A,협의중,2,114000000,5,0
A,초기,2,87000000,27,0
C,협의중,1,101000000,27,0
A,초기,3,58000000,20,0
C,유력,1,90000000,13,1
D,초기,1,76000000,19,0
B,유력,2,46000000,22,1
C,유력,2,64000000,12,1
B,초기,2,45000000,20,0
A,협의중,6,111000000,4,0
B,유력,4,41000000,27,1
A,초기,6,98000000,25,0
A,초기,4,28000000,32,0
B,협의중,6,35000000,20,0
C,협의중,5,62000000,10,0
A,초기,6,32000000,23,0
B,유력,1,39000000,30,1
B,유력,3,111000000,29,1
B,유력,5,104000000,29,1
B,유력,1,82000000,20,1
B,협의중,2,74000000,8,0
A,초기,3,97000000,11,1
B,초기,5,112000000,15,0
D,협의중,2,118000000,23,0
B,초기,4,52000000,31,0
A,초기,2,91000000,29,1
B,초기,1,39000000,7,0
A,협의중,6,113000000,12,0
B,협의중,2,115000000,16,1
A,협의중,4,49000000,21,0
D,협의중,5,32000000,3,1
B,유력,5,29000000,10,1
B,초기,5,29000000,27,0
C,초기,2,35000000,34,0
B,유력,6,86000000,32,0
C,협의중,5,119000000,24,0
D,유력,5,72000000,33,0
B,초기,1,94000000,35,0
A,협의중,1,110000000,18,0
A,초기,1,58000000,8,0
B,협의중,3,60000000,35,1
B,유력,2,20000000,15,1
C,협의중,1,64000000,16,1
A,협의중,1,75000000,23,1
B,협의중,3,92000000,20,0
B,초기,1,30000000,6,0
B,협의중,1,35000000,8,0
A,초기,2,83000000,31,0
C,유력,2,68000000,12,1
B,유력,4,51000000,23,0
B,유력,3,99000000,15,1
A,유력,3,76000000,4,1
A,협의중,5,35000000,24,1
A,협의중,1,98000000,14,0
D,협의중,1,54000000,28,1
A,협의중,2,46000000,6,1
B,초기,2,89000000,18,0
B,초기,6,113000000,14,0
D,협의중,6,72000000,7,0
A,협의중,3,86000000,26,1
C,협의중,3,46000000,19,1
C,유력,3,101000000,14,0
D,협의중,2,99000000,22,0
D,초기,1,60000000,18,1
B,협의중,6,44000000,22,0
A,초기,5,71000000,8,0
B,초기,3,114000000,9,0
A,협의중,2,68000000,31,0
B,유력,6,67000000,25,0
C,유력,2,53000000,7,0
C,협의중,4,87000000,31,0
C,유력,3,78000000,32,0
C,협의중,6,44000000,26,1
B,유력,5,56000000,35,1
D,유력,2,48000000,23,0
C,협의중,3,110000000,29,0
C,협의중,1,37000000,8,1
C,유력,5,112000000,25,1
B,유력,1,69000000,20,1
C,초기,1,30000000,34,0
B,초기,2,77000000,18,1
C,초기,2,61000000,21,0
D,유력,6,26000000,20,0
B,초기,4,69000000,19,0
A,유력,1,23000000,14,1
C,협의중,2,102000000,20,1
C,초기,1,33000000,28,1
C,유력,4,18000000,18,1
A,협의중,5,67000000,6,0
A,초기,6,43000000,9,0
B,협의중,5,24000000,8,1
B,유력,2,56000000,33,0
A,유력,4,113000000,9,1
B,협의중,4,23000000,9,0
C,유력,2,115000000,25,0
C,유력,1,110000000,35,1
B,초기,6,77000000,24,0
D,협의중,1,44000000,31,0
B,초기,1,20000000,33,0
B,협의중,4,84000000,3,0
C,협의중,1,109000000,17,0
D,초기,1,88000000,35,0
C,유력,2,34000000,15,1
D,협의중,4,50000000,33,0
A,초기,3,47000000,5,0
B,유력,1,41000000,21,1
C,협의중,3,118000000,25,0
D,초기,2,101000000,19,0
B,유력,2,45000000,28,0
A,유력,4,92000000,5,0
B,협의중,4,88000000,25,0
B,협의중,1,67000000,31,0
B,협의중,6,33000000,18,0
D,유력,6,113000000,12,1
A,초기,4,56000000,12,1
A,유력,2,43000000,26,1
D,유력,5,116000000,19,0
A,유력,6,113000000,10,1
D,협의중,3,87000000,21,0
A,초기,1,112000000,30,0
C,유력,3,47000000,5,1
B,초기,4,110000000,26,0
C,유력,6,55000000,28,0
A,협의중,5,60000000,17,1
A,초기,1,33000000,20,0
B,유력,2,80000000,35,0
B,협의중,1,58000000,33,1
B,협의중,1,35000000,7,0
D,협의중,1,35000000,17,0
C,협의중,1,61000000,26,1
B,유력,1,115000000,32,1
C,초기,3,118000000,21,0
C,유력,3,72000000,32,1
A,초기,1,21000000,32,1
C,협의중,3,67000000,19,0
B,유력,2,79000000,6,1
B,협의중,2,85000000,4,0
D,초기,1,56000000,35,0
C,협의중,4,24000000,13,0
B,유력,4,105000000,28,0
D,초기,5,56000000,5,0
B,초기,4,101000000,27,0
A,유력,6,44000000,24,1
B,유력,4,71000000,11,1
A,유력,4,110000000,35,0
C,협의중,6,106000000,4,0
B,유력,4,93000000,17,1
C,유력,2,51000000,3,1
A,협의중,5,116000000,12,1
B,협의중,3,94000000,31,0
B,초기,2,105000000,23,0
A,협의중,5,77000000,34,0
B,초기,1,93000000,4,0
C,초기,2,79000000,16,0
C,초기,6,44000000,14,1
A,유력,2,79000000,9,1
A,협의중,3,101000000,34,1
A,협의중,4,39000000,6,0
A,유력,3,32000000,21,1
B,협의중,2,22000000,26,1
A,협의중,5,19000000,16,1
C,초기,2,113000000,29,0
D,유력,1,30000000,20,1
B,협의중,1,25000000,30,0
D,협의중,1,45000000,8,0
A,유력,1,61000000,3,0
B,초기,2,70000000,32,1
D,협의중,2,32000000,31,1
B,협의중,2,89000000,3,0
D,초기,4,114000000,23,0
A,협의중,6,96000000,23,1
C,협의중,2,34000000,32,0
D,협의중,5,29000000,13,0
A,협의중,3,101000000,6,1
C,유력,1,34000000,30,0
B,협의중,2,76000000,13,1
B,유력,5,80000000,19,1
C,협의중,4,110000000,3,0
B,협의중,1,71000000,34,0
C,유력,1,39000000,5,0
C,유력,5,39000000,5,1
C,유력,3,48000000,5,1
B,유력,5,46000000,14,0
B,초기,2,40000000,3,0
A,초기,2,65000000,24,1
D,초기,6,46000000,24,0
C,협의중,1,46000000,28,0
C,유력,3,106000000,16,0
C,초기,2,55000000,18,0
A,협의중,1,86000000,4,1
C,협의중,6,47000000,10,1
D,초기,3,29000000,13,0
A,유력,5,68000000,23,0
C,협의중,1,33000000,12,1
B,초기,4,76000000,22,0
B,초기,1,67000000,14,0
D,협의중,5,44000000,31,0
D,초기,2,41000000,28,0
C,초기,3,47000000,28,1
B,유력,4,58000000,12,1
B,유력,3,67000000,9,0
A,초기,5,72000000,10,1
C,초기,5,93000000,13,0
D,유력,3,35000000,20,1
A,초기,3,106000000,17,0
B,협의중,3,44000000,11,1
C,초기,6,24000000,31,0
B,협의중,3,77000000,11,1
C,유력,2,29000000,35,1
C,초기,6,59000000,10,0
C,유력,3,116000000,33,0
B,협의중,5,43000000,16,0
C,협의중,5,73000000,25,1
D,유력,2,61000000,32,0
C,유력,3,25000000,24,0
C,협의중,5,85000000,15,0
B,유력,3,107000000,30,0
B,협의중,2,20000000,35,1
B,협의중,2,64000000,22,0
D,협의중,3,112000000,26,1
B,초기,2,40000000,14,0
A,초기,2,63000000,28,1
D,초기,2,88000000,29,0
C,유력,6,19000000,8,0
A,초기,3,29000000,21,0
A,초기,1,95000000,29,0
C,협의중,2,70000000,28,1
D,유력,1,92000000,26,0
A,협의중,3,100000000,5,1
A,초기,6,115000000,8,0
A,유력,5,97000000,14,1
B,협의중,1,93000000,17,1
A,초기,1,85000000,12,0
C,협의중,3,69000000,10,0
C,유력,1,78000000,30,0
B,초기,5,109000000,25,1
B,초기,2,43000000,20,0
B,협의중,2,46000000,10,1
D,초기,4,32000000,3,0
C,초기,6,29000000,30,0
D,협의중,4,62000000,20,0
B,유력,2,76000000,14,1
C,협의중,3,79000000,29,0
C,협의중,6,44000000,19,0
A,유력,3,72000000,7,1
D,초기,5,74000000,4,0
C,협의중,5,90000000,15,1
C,초기,2,54000000,17,0
B,초기,4,39000000,17,1
B,협의중,2,82000000,27,0
B,유력,1,39000000,25,0
C,협의중,2,66000000,11,1
B,초기,4,40000000,15,0
C,초기,6,19000000,3,0
A,유력,6,58000000,33,1
B,초기,6,53000000,18,0
B,초기,1,92000000,17,0
A,협의중,1,57000000,34,0
C,협의중,3,46000000,32,0
D,초기,2,76000000,6,0
B,협의중,4,101000000,25,0
B,협의중,4,34000000,27,0
B,유력,1,65000000,22,0
A,협의중,5,113000000,5,0
A,협의중,6,39000000,10,1
B,협의중,6,76000000,27,1
D,협의중,4,22000000,24,0
A,초기,3,72000000,35,1
A,협의중,4,103000000,16,1
B,협의중,1,88000000,11,1
A,협의중,4,91000000,20,0
C,유력,4,83000000,35,0
A,유력,6,94000000,5,1
C,협의중,2,56000000,13,0
C,유력,5,114000000,33,0
A,유력,6,59000000,4,0
C,협의중,2,33000000,32,1
C,협의중,6,115000000,7,0
B,협의중,1,70000000,28,1
C,유력,4,115000000,13,0
D,유력,1,78000000,15,0
B,초기,5,96000000,8,0
B,협의중,2,80000000,10,1
B,협의중,2,116000000,17,1
B,유력,1,86000000,30,0
B,초기,4,93000000,21,0
A,협의중,5,105000000,18,0
A,유력,3,56000000,4,1
B,협의중,4,75000000,4,0
B,초기,3,86000000,31,0
B,유력,5,38000000,20,1
D,협의중,3,102000000,18,0
C,유력,6,104000000,7,0
B,협의중,5,18000000,27,0
D,초기,2,104000000,10,0
C,협의중,1,31000000,27,0
B,유력,6,102000000,12,0
C,초기,1,43000000,31,0
A,초기,5,37000000,29,0
A,유력,2,21000000,35,1
A,협의중,1,76000000,13,1
B,협의중,4,88000000,14,0
C,유력,5,59000000,4,0
A,초기,5,102000000,24,0
A,협의중,6,53000000,8,1
B,협의중,5,105000000,10,0
D,협의중,1,39000000,33,0
A,협의중,5,35000000,4,1
A,초기,2,71000000,15,0
D,초기,2,59000000,27,0
A,초기,5,105000000,34,0
A,초기,6,55000000,12,1
C,협의중,4,94000000,4,0
D,초기,2,76000000,26,0
A,유력,5,75000000,28,0
D,초기,5,66000000,31,1
D,초기,4,58000000,11,0
D,협의중,3,63000000,17,0
B,협의중,1,107000000,31,0
C,초기,1,49000000,28,0
B,유력,5,87000000,12,1
D,협의중,4,49000000,26,0
C,협의중,2,34000000,17,1
B,유력,5,117000000,29,1
A,협의중,3,90000000,34,0
D,협의중,2,35000000,6,0
A,협의중,2,39000000,29,1
A,협의중,4,27000000,32,0
B,협의중,2,62000000,27,0
B,유력,5,102000000,12,1
C,유력,6,88000000,18,1
C,협의중,4,89000000,35,0
B,협의중,3,117000000,30,1
A,초기,2,24000000,19,0
C,초기,2,95000000,15,0
B,초기,2,69000000,3,1
D,초기,1,101000000,32,0
A,협의중,6,26000000,22,0
C,유력,3,111000000,7,1
A,초기,5,81000000,23,1
C,협의중,2,22000000,30,0
C,협의중,2,113000000,11,1
A,협의중,6,101000000,12,1
A,협의중,2,21000000,34,0
B,유력,1,97000000,19,1
C,초기,5,117000000,5,0
D,협의중,2,18000000,8,0
B,협의중,1,75000000,29,1
D,협의중,3,79000000,12,0
C,협의중,3,18000000,22,1
D,협의중,1,108000000,13,0
D,협의중,4,102000000,23,0
A,초기,4,81000000,15,0
A,유력,3,25000000,17,1
C,유력,2,23000000,12,0
C,협의중,5,94000000,7,0
B,초기,4,23000000,15,1
A,초기,3,53000000,31,1
C,유력,4,73000000,4,0
D,협의중,2,117000000,17,0
A,유력,1,106000000,33,1
A,유력,1,118000000,33,1
D,협의중,3,29000000,33,0
D,초기,5,93000000,25,0
B,초기,3,22000000,7,0
B,초기,3,87000000,8,0
C,협의중,4,51000000,20,0
C,협의중,2,95000000,10,0
A,협의중,4,18000000,6,1
B,유력,1,109000000,22,1
B,협의중,1,115000000,18,0
C,협의중,2,28000000,4,0
B,협의중,2,116000000,5,1
B,유력,5,69000000,20,1
C,초기,4,86000000,3,0
B,협의중,3,29000000,27,1
B,협의중,2,110000000,18,1
B,초기,2,95000000,32,0
D,협의중,5,24000000,30,0
B,유력,5,79000000,5,0
A,협의중,1,94000000,8,1
C,협의중,3,46000000,8,1
C,유력,4,66000000,9,1
B,협의중,5,24000000,24,1
B,초기,1,32000000,28,1
D,유력,6,38000000,12,1
A,유력,6,18000000,33,1
B,협의중,3,79000000,6,0
C,협의중,2,99000000,15,1
C,초기,6,27000000,24,0
B,협의중,4,120000000,27,0
A,협의중,2,59000000,27,0
B,유력,2,113000000,27,1
B,초기,3,80000000,31,1
D,협의중,1,60000000,6,0
A,협의중,4,19000000,26,1
C,유력,1,100000000,30,1
A,협의중,1,19000000,16,1
B,유력,1,112000000,18,1
A,초기,5,51000000,24,1
A,유력,3,90000000,32,1
B,유력,5,101000000,14,0
A,협의중,5,73000000,5,1
D,협의중,4,55000000,23,0
B,협의중,2,23000000,23,1
B,협의중,6,54000000,24,1
A,협의중,6,89000000,10,0
B,협의중,3,85000000,16,1
C,초기,3,68000000,28,0
A,유력,3,37000000,10,1
B,협의중,4,66000000,3,1
C,초기,4,35000000,22,0
A,초기,4,99000000,12,0
D,협의중,2,43000000,25,0
A,협의중,1,27000000,26,0
C,초기,2,104000000,8,0
C,협의중,1,62000000,31,0
B,초기,3,27000000,16,1
B,협의중,3,25000000,27,0
C,협의중,1,105000000,23,0
D,협의중,1,58000000,32,1
D,초기,6,85000000,28,0
C,협의중,6,69000000,16,0
B,초기,2,42000000,23,0
B,협의중,5,76000000,28,0
A,협의중,1,116000000,14,0
D,협의중,4,120000000,8,0
A,초기,6,30000000,14,1
C,협의중,2,45000000,15,0
A,협의중,6,79000000,16,0
A,협의중,4,55000000,19,1
D,유력,3,48000000,13,0
D,유력,4,66000000,14,1
B,유력,5,108000000,13,1
B,협의중,2,23000000,11,1
A,협의중,3,106000000,3,1
C,초기,2,84000000,20,0
A,초기,6,27000000,12,0
A,협의중,3,59000000,8,1
B,협의중,4,25000000,31,1
B,협의중,1,43000000,17,1
A,유력,3,49000000,16,1
A,유력,6,110000000,12,0
B,협의중,2,44000000,7,1
C,협의중,1,68000000,28,0
C,초기,4,18000000,16,0
A,협의중,1,60000000,23,1
B,협의중,6,54000000,8,0
A,협의중,6,56000000,6,1
B,초기,6,73000000,33,0
B,초기,4,71000000,11,0
D,유력,4,38000000,3,0
A,협의중,5,102000000,25,0
C,유력,3,70000000,7,1
B,협의중,4,100000000,16,1
D,유력,6,116000000,34,0
C,협의중,5,119000000,7,0
D,협의중,1,93000000,23,0
A,초기,6,120000000,16,1
B,유력,3,45000000,11,1
A,협의중,4,30000000,11,1
C,협의중,5,101000000,7,0
D,협의중,3,89000000,24,0
A,협의중,2,105000000,31,1
C,유력,2,35000000,15,0
D,협의중,3,81000000,22,0
D,협의중,3,68000000,32,0
C,초기,5,117000000,35,0
D,초기,4,85000000,33,0
C,유력,3,26000000,27,1
B,초기,6,43000000,19,0
B,협의중,6,91000000,20,0
C,협의중,4,105000000,31,0
B,유력,2,104000000,18,0
D,유력,4,37000000,15,1
A,유력,1,91000000,12,1
B,초기,1,71000000,23,0
B,협의중,5,70000000,20,1
C,협의중,4,59000000,23,0
B,협의중,1,40000000,19,1
B,초기,4,85000000,31,0
C,협의중,5,34000000,21,0
B,협의중,3,50000000,23,1
A,초기,3,51000000,7,0
B,협의중,3,18000000,12,0
C,초기,4,86000000,30,1
C,유력,4,23000000,7,1
D,협의중,1,97000000,22,0
B,유력,5,100000000,29,1
A,협의중,6,24000000,17,1
C,유력,6,26000000,16,1
B,협의중,4,99000000,7,0
B,협의중,5,80000000,11,0
B,초기,3,32000000,16,0
C,협의중,3,58000000,5,0
B,유력,6,80000000,22,0
D,초기,3,81000000,17,0
C,유력,5,98000000,5,1
D,초기,6,96000000,19,0
C,유력,1,120000000,17,0
B,협의중,2,60000000,20,1
D,협의중,3,37000000,5,0
B,협의중,4,78000000,21,0
B,협의중,1,102000000,22,1
D,협의중,6,84000000,13,0
B,유력,2,95000000,23,0
B,협의중,5,53000000,9,0
A,협의중,2,39000000,30,1
C,협의중,4,109000000,20,1
B,협의중,5,44000000,9,0
B,협의중,4,69000000,14,0
A,유력,6,29000000,26,1
C,유력,1,77000000,35,1
C,유력,3,61000000,22,1
B,유력,4,37000000,18,1
C,초기,4,33000000,31,0
D,초기,2,39000000,17,0
C,초기,6,119000000,30,0
B,유력,5,98000000,31,1
D,초기,4,75000000,23,0
A,유력,4,81000000,23,1
B,초기,5,87000000,5,0
C,협의중,1,63000000,7,1
C,협의중,3,65000000,35,0
C,협의중,2,69000000,16,0
B,협의중,2,85000000,4,0
D,협의중,4,28000000,12,1
B,초기,1,98000000,4,0
B,초기,5,30000000,12,0
C,협의중,6,67000000,9,0
A,유력,6,80000000,3,0
B,유력,5,22000000,10,1
B,초기,2,93000000,12,0
C,초기,3,108000000,35,0
C,협의중,5,76000000,5,0
B,협의중,3,76000000,35,0
D,유력,2,42000000,24,1
B,유력,4,48000000,9,1
C,협의중,2,30000000,23,1
C,협의중,3,74000000,5,0
C,협의중,5,95000000,17,0
C,초기,1,57000000,26,0
B,초기,1,57000000,7,1
B,초기,6,31000000,12,0
D,유력,1,43000000,28,0
B,협의중,4,117000000,7,0
B,협의중,4,97000000,31,0
D,초기,6,56000000,20,0
B,초기,4,91000000,21,1
C,초기,4,110000000,30,0
C,초기,2,35000000,23,0
C,협의중,2,33000000,25,0
B,협의중,2,94000000,12,0
A,협의중,5,117000000,16,0
A,유력,3,89000000,26,0
C,협의중,2,47000000,14,1
B,유력,3,26000000,25,1
B,초기,4,120000000,27,1
B,초기,3,119000000,27,0
C,협의중,6,33000000,25,0
B,협의중,6,28000000,34,1
D,유력,1,72000000,7,1
B,유력,2,27000000,35,1
B,협의중,6,54000000,9,1
C,유력,6,79000000,27,0
A,협의중,5,44000000,34,0
B,협의중,2,93000000,11,0
B,협의중,2,43000000,4,0
B,유력,3,113000000,4,0
C,협의중,2,32000000,15,1
B,초기,6,66000000,29,0
D,초기,3,113000000,28,0
B,유력,1,35000000,11,1
C,초기,5,93000000,5,0
D,협의중,4,88000000,17,0
B,협의중,1,30000000,33,0
C,협의중,6,56000000,20,0
A,초기,5,39000000,16,1
D,초기,3,68000000,26,0
B,유력,4,24000000,10,1
A,유력,4,45000000,7,1
C,협의중,6,66000000,24,0
C,협의중,4,105000000,31,0
D,유력,3,95000000,5,1
D,유력,5,59000000,3,0
C,협의중,1,111000000,16,0
C,초기,3,105000000,19,0
B,초기,5,86000000,17,0
B,유력,2,26000000,19,0
B,협의중,6,28000000,26,0
B,유력,2,63000000,8,1
C,협의중,5,84000000,32,0
B,초기,6,19000000,21,1
B,초기,4,101000000,30,0
B,초기,5,120000000,26,0
A,협의중,5,79000000,18,1
A,초기,1,26000000,19,1
B,협의중,6,31000000,3,0
B,협의중,1,23000000,28,0
B,협의중,3,115000000,32,0
B,협의중,1,36000000,30,0
C,초기,6,27000000,26,0
A,협의중,1,69000000,5,1
A,초기,5,73000000,24,0
C,협의중,6,20000000,23,0
A,초기,1,30000000,21,0
A,협의중,1,31000000,23,1
B,협의중,2,20000000,9,0
B,유력,2,112000000,12,1
D,초기,1,58000000,17,0
B,초기,2,24000000,26,0
C,초기,6,112000000,5,0
A,초기,5,57000000,16,1
A,초기,2,64000000,14,1
D,초기,2,38000000,18,0
B,유력,4,104000000,21,1
A,초기,4,56000000,22,0
B,초기,3,92000000,35,0
A,초기,1,111000000,25,1
C,협의중,4,98000000,18,1
B,협의중,3,40000000,33,0
B,유력,1,60000000,14,0
D,협의중,3,90000000,7,0
C,협의중,2,65000000,18,0
B,협의중,4,71000000,22,1
B,유력,2,49000000,28,0
C,초기,4,117000000,20,0
B,협의중,6,47000000,24,1
B,협의중,4,34000000,24,0
A,초기,6,114000000,27,0
B,초기,3,78000000,8,1
B,협의중,4,43000000,17,1
A,협의중,4,88000000,24,1
B,협의중,1,70000000,9,1
B,초기,4,93000000,18,0
C,유력,6,27000000,29,1
D,협의중,5,28000000,9,0
C,협의중,6,77000000,8,1
A,유력,4,34000000,27,1
C,유력,1,30000000,20,1
B,협의중,5,109000000,4,0
A,협의중,5,44000000,10,1
A,초기,2,93000000,22,0
B,초기,6,53000000,12,0
D,협의중,4,107000000,21,0
B,유력,2,94000000,9,1
C,협의중,5,98000000,22,1
B,협의중,5,103000000,8,0
A,협의중,6,67000000,21,1
A,협의중,6,21000000,29,0
B,초기,2,94000000,10,1
D,초기,3,118000000,4,0
C,초기,5,52000000,5,0
A,초기,3,52000000,16,1
C,유력,6,120000000,16,0
B,유력,3,23000000,19,1
A,초기,4,81000000,16,1
D,유력,1,31000000,28,1
B,협의중,5,102000000,8,0
A,협의중,2,22000000,12,1
C,협의중,4,33000000,28,0
D,협의중,1,97000000,5,0
A,유력,2,51000000,35,1
D,협의중,3,37000000,6,0
A,협의중,6,79000000,9,1
D,협의중,2,87000000,27,1
B,협의중,6,29000000,34,1
D,유력,1,92000000,22,0
C,유력,3,77000000,3,1
D,협의중,6,29000000,21,1
A,협의중,6,56000000,23,1
B,협의중,5,45000000,30,0
B,협의중,3,72000000,15,0
A,유력,1,22000000,34,1
D,협의중,4,33000000,21,1
C,초기,3,24000000,7,0
A,협의중,3,24000000,29,1
B,협의중,4,26000000,29,0
C,협의중,3,40000000,34,0
D,초기,6,64000000,21,0
C,유력,4,92000000,20,0
D,협의중,4,95000000,21,0
D,협의중,1,21000000,26,1
D,협의중,3,73000000,31,0
C,협의중,3,64000000,35,1
A,유력,4,99000000,8,1
B,초기,6,64000000,28,0
B,유력,4,20000000,5,1
D,협의중,3,32000000,17,1
C,협의중,4,41000000,19,1
C,협의중,1,18000000,3,0
D,협의중,5,94000000,6,0
D,유력,1,80000000,11,1
A,협의중,2,82000000,10,1
D,협의중,2,47000000,12,0
A,협의중,3,19000000,20,1
D,협의중,3,95000000,22,1
B,초기,5,52000000,31,0
A,협의중,1,108000000,10,0
B,초기,3,42000000,23,0
D,유력,2,116000000,11,0
A,유력,3,33000000,26,0
B,초기,4,85000000,18,1
D,초기,1,21000000,22,0
B,유력,3,49000000,22,1
B,유력,5,115000000,9,0
B,협의중,4,120000000,32,1
D,초기,1,40000000,8,0
C,유력,2,20000000,27,1
B,유력,5,100000000,4,0
A,협의중,1,103000000,12,1
C,협의중,6,74000000,19,0
D,유력,4,94000000,3,0
B,협의중,3,81000000,26,0
B,유력,5,115000000,20,1
D,초기,4,95000000,30,0
A,초기,2,84000000,30,1
A,초기,3,71000000,32,1
B,초기,4,23000000,8,0
A,협의중,2,71000000,7,1
D,초기,3,46000000,4,0
A,협의중,5,96000000,13,0
C,초기,3,76000000,34,0
A,유력,1,86000000,21,1
A,초기,3,40000000,16,1
A,초기,1,76000000,11,1
C,협의중,4,94000000,9,0
B,협의중,5,21000000,27,1
B,유력,1,38000000,20,1
B,초기,2,46000000,12,0
B,협의중,3,41000000,17,0
B,협의중,2,85000000,27,1
B,유력,2,95000000,30,1
D,협의중,5,29000000,31,1
B,유력,5,35000000,11,1
A,협의중,2,33000000,25,1
B,유력,4,95000000,16,1
D,초기,2,34000000,25,0
D,초기,2,93000000,13,0
B,유력,3,18000000,14,1
B,협의중,1,31000000,18,0
A,협의중,4,95000000,34,1
A,초기,1,41000000,24,1
B,초기,3,66000000,20,0
A,협의중,3,94000000,22,1
B,유력,2,47000000,3,1
C,협의중,2,35000000,17,1
B,협의중,4,118000000,7,1
B,협의중,3,49000000,31,1
C,협의중,3,43000000,9,0
C,유력,4,71000000,30,1
B,협의중,6,115000000,29,1
A,협의중,5,29000000,23,1
A,협의중,6,97000000,6,1
A,협의중,4,79000000,31,1
C,협의중,4,44000000,24,1
A,협의중,1,87000000,25,0
A,초기,6,84000000,21,0
B,초기,4,28000000,8,1
A,협의중,1,23000000,4,0
A,유력,2,90000000,12,0
C,초기,2,51000000,30,0
C,협의중,4,66000000,16,1
B,유력,6,51000000,9,1
B,유력,4,70000000,24,1
D,협의중,2,85000000,11,1
A,초기,1,67000000,25,1
B,초기,4,74000000,17,0
B,유력,4,41000000,20,1
B,유력,2,80000000,26,1
B,유력,5,78000000,29,1
B,초기,4,38000000,13,1
C,초기,3,33000000,4,0
C,협의중,4,92000000,11,0
B,협의중,3,32000000,12,0
A,협의중,2,114000000,31,0
C,초기,2,112000000,23,0
C,협의중,2,50000000,20,0
A,협의중,3,73000000,26,0
A,유력,3,81000000,32,1
D,유력,6,103000000,3,0
B,협의중,5,77000000,11,1
D,초기,6,24000000,32,1
A,협의중,2,29000000,21,1
C,유력,2,117000000,18,1
C,유력,6,25000000,20,1
C,협의중,4,116000000,31,1
A,협의중,6,35000000,30,1
A,유력,2,21000000,6,0
C,협의중,5,52000000,11,0
B,유력,5,44000000,16,0
A,유력,6,91000000,27,1
C,초기,6,87000000,28,0
C,초기,2,66000000,3,0
C,초기,3,73000000,11,1
D,유력,3,90000000,6,1
A,초기,3,115000000,8,0
D,협의중,6,18000000,7,1
B,협의중,4,62000000,6,0
A,유력,6,83000000,5,1
C,초기,1,52000000,18,1
B,유력,3,27000000,16,0
A,협의중,1,53000000,35,1
B,협의중,3,82000000,6,1
C,초기,4,84000000,23,0
B,협의중,4,88000000,19,1
D,협의중,2,77000000,9,0
C,협의중,6,108000000,16,0
A,초기,3,84000000,27,0
C,유력,1,28000000,33,0
B,협의중,6,109000000,15,0
A,초기,1,110000000,23,0
B,유력,2,65000000,15,1
C,초기,3,72000000,23,0
A,협의중,3,48000000,18,1
B,유력,2,54000000,13,1
C,초기,6,79000000,24,0
A,협의중,3,72000000,30,1
C,초기,2,18000000,12,0
B,초기,4,40000000,33,0
B,협의중,6,46000000,19,1
C,유력,6,25000000,13,1
D,협의중,3,72000000,9,0
A,협의중,2,18000000,33,1
C,초기,4,115000000,17,0
C,초기,4,119000000,33,0
D,유력,1,33000000,35,1
B,협의중,4,101000000,35,0
A,유력,1,19000000,31,0
A,초기,2,109000000,20,1
B,초기,2,104000000,6,0
C,유력,6,102000000,31,0
A,협의중,6,72000000,10,1
B,협의중,4,64000000,30,1
B,유력,4,55000000,5,0
C,협의중,2,42000000,21,0
A,협의중,3,37000000,13,0
C,유력,6,66000000,26,1
B,초기,6,41000000,11,0
B,유력,2,97000000,3,1
B,초기,6,49000000,29,1
A,협의중,6,93000000,10,1
D,초기,6,30000000,5,0
C,유력,4,19000000,4,0
A,협의중,5,109000000,16,0
C,유력,5,76000000,16,1
B,협의중,2,63000000,34,0
C,초기,5,69000000,33,0
C,협의중,6,82000000,29,0
B,초기,2,37000000,4,0
A,유력,4,106000000,11,1
B,협의중,5,36000000,22,1
B,유력,5,39000000,34,0
B,초기,1,106000000,12,1
B,초기,3,103000000,27,0
B,협의중,5,116000000,24,1
C,협의중,1,69000000,15,0
D,협의중,2,48000000,23,0
C,유력,4,94000000,15,0
A,초기,6,22000000,6,0
B,초기,5,74000000,10,0
C,협의중,5,23000000,14,0
D,초기,6,53000000,7,0
D,협의중,2,97000000,6,0
A,유력,6,46000000,31,1
A,유력,4,39000000,4,1
C,초기,2,104000000,30,0
B,유력,5,56000000,32,0
